# Program:featureCounts v2.0.6; Command:"featureCounts" "-s" "1" "-M" "-Q" "20" "-T" "5" "-t" "gene" "-g" "gene_id" "-a" "../ref/true_genes_only.gtf" "-o" "../data08/feature/A02-bowtie1.txt" "../data08/bowtie/A02-bowtie1.txt" 
Geneid	Chr	Start	End	Strand	Length	../data08/bowtie/A02-bowtie1.txt
BW25113_RS18205	NZ_CP009273.1	3652254	3652532	-	279	0
BW25113_RS18210	NZ_CP009273.1	3652640	3653749	+	1110	1
BW25113_RS18215	NZ_CP009273.1	3653774	3656887	+	3114	5
BW25113_RS18220	NZ_CP009273.1	3657250	3657978	-	729	56
BW25113_RS18225	NZ_CP009273.1	3658346	3659170	-	825	78
BW25113_RS18230	NZ_CP009273.1	3659540	3660940	-	1401	22
BW25113_RS18235	NZ_CP009273.1	3661151	3662548	-	1398	28
BW25113_RS18240	NZ_CP009273.1	3662952	3664601	+	1650	79
BW25113_RS18245	NZ_CP009273.1	3664652	3665254	-	603	10
BW25113_RS18250	NZ_CP009273.1	3665774	3666673	+	900	92
BW25113_RS18255	NZ_CP009273.1	3666722	3667735	+	1014	200
BW25113_RS18260	NZ_CP009273.1	3668146	3669468	+	1323	19
BW25113_RS18265	NZ_CP009273.1	3669650	3671710	-	2061	65
BW25113_RS18270	NZ_CP009273.1	3671780	3672547	-	768	2
BW25113_RS18280	NZ_CP009273.1	3672779	3673708	+	930	637
BW25113_RS18285	NZ_CP009273.1	3673804	3675300	-	1497	361
BW25113_RS18290	NZ_CP009273.1	3675521	3676807	-	1287	1289
BW25113_RS18295	NZ_CP009273.1	3676990	3678978	-	1989	78
BW25113_RS18300	NZ_CP009273.1	3679060	3682533	-	3474	20
BW25113_RS18305	NZ_CP009273.1	3682515	3683621	-	1107	1
BW25113_RS18310	NZ_CP009273.1	3683628	3685967	-	2340	29
BW25113_RS18315	NZ_CP009273.1	3685978	3688596	-	2619	6
BW25113_RS18320	NZ_CP009273.1	3688593	3689321	-	729	9
BW25113_RS18325	NZ_CP009273.1	3689357	3689545	-	189	42
BW25113_RS18330	NZ_CP009273.1	3689818	3691389	+	1572	208
BW25113_RS18335	NZ_CP009273.1	3691386	3691577	+	192	8
BW25113_RS18340	NZ_CP009273.1	3691574	3693253	+	1680	81
BW25113_RS23010	NZ_CP009273.1	3693340	3693447	-	108	2
BW25113_RS18355	NZ_CP009273.1	3693923	3695194	+	1272	7
BW25113_RS18360	NZ_CP009273.1	3695224	3696228	-	1005	118
BW25113_RS18365	NZ_CP009273.1	3696225	3697208	-	984	60
BW25113_RS18370	NZ_CP009273.1	3697219	3698121	-	903	52
BW25113_RS18375	NZ_CP009273.1	3698131	3699150	-	1020	54
BW25113_RS26425	NZ_CP009273.1	3699314	3699424	+	111	0
BW25113_RS18385	NZ_CP009273.1	3699458	3701065	-	1608	1148
BW25113_RS18400	NZ_CP009273.1	3702144	3703835	-	1692	37
BW25113_RS18405	NZ_CP009273.1	3704159	3705367	-	1209	559
BW25113_RS18410	NZ_CP009273.1	3705596	3706294	-	699	17
BW25113_RS18415	NZ_CP009273.1	3706452	3707015	+	564	133
BW25113_RS18420	NZ_CP009273.1	3707012	3707452	+	441	14
BW25113_RS18425	NZ_CP009273.1	3707421	3709754	-	2334	136
BW25113_RS18430	NZ_CP009273.1	3709907	3710566	+	660	484
BW25113_RS18435	NZ_CP009273.1	3710670	3711644	+	975	1566
BW25113_RS18440	NZ_CP009273.1	3711694	3712404	-	711	697
BW25113_RS18445	NZ_CP009273.1	3712838	3713128	+	291	101
BW25113_RS18450	NZ_CP009273.1	3713409	3713621	+	213	752
BW25113_RS26235	NZ_CP009273.1	3713760	3713831	+	72	1
BW25113_RS18455	NZ_CP009273.1	3713808	3713960	-	153	1
BW25113_RS25300	NZ_CP009273.1	3714040	3715409	+	1370	6
BW25113_RS18470	NZ_CP009273.1	3715688	3717757	-	2070	3670
BW25113_RS18475	NZ_CP009273.1	3717767	3718678	-	912	1562
BW25113_RS18480	NZ_CP009273.1	3718773	3719072	-	300	3
BW25113_RS18485	NZ_CP009273.1	3719247	3720242	+	996	18
BW25113_RS18490	NZ_CP009273.1	3720284	3720721	-	438	0
BW25113_RS18495	NZ_CP009273.1	3720767	3721108	-	342	4
BW25113_RS18500	NZ_CP009273.1	3721277	3722731	-	1455	43
BW25113_RS18505	NZ_CP009273.1	3722803	3724125	-	1323	21
BW25113_RS18510	NZ_CP009273.1	3724491	3725483	+	993	59
BW25113_RS18515	NZ_CP009273.1	3725561	3727102	+	1542	7
BW25113_RS18520	NZ_CP009273.1	3727080	3728261	+	1182	5
BW25113_RS18525	NZ_CP009273.1	3728339	3729517	+	1179	35
BW25113_RS18530	NZ_CP009273.1	3729713	3730537	-	825	535
BW25113_RS18535	NZ_CP009273.1	3730857	3732887	+	2031	30
BW25113_RS18540	NZ_CP009273.1	3733065	3734318	+	1254	219
BW25113_RS18550	NZ_CP009273.1	3734469	3734942	-	474	92
BW25113_RS18555	NZ_CP009273.1	3735044	3735892	-	849	82
BW25113_RS18560	NZ_CP009273.1	3736093	3737091	+	999	45
BW25113_RS18565	NZ_CP009273.1	3737103	3737570	+	468	10
BW25113_RS18570	NZ_CP009273.1	3737688	3738161	+	474	0
BW25113_RS18575	NZ_CP009273.1	3738164	3739441	+	1278	4
BW25113_RS18580	NZ_CP009273.1	3739454	3740440	+	987	13
BW25113_RS18585	NZ_CP009273.1	3740444	3741940	+	1497	24
BW25113_RS18590	NZ_CP009273.1	3741937	3742599	+	663	10
BW25113_RS18595	NZ_CP009273.1	3742592	3743452	+	861	11
BW25113_RS18600	NZ_CP009273.1	3743446	3744141	+	696	10
BW25113_RS26015	NZ_CP009273.1	3744173	3744274	-	102	0
BW25113_RS25765	NZ_CP009273.1	3744278	3744466	+	189	0
BW25113_RS18605	NZ_CP009273.1	3744488	3745228	-	741	2
BW25113_RS18610	NZ_CP009273.1	3745352	3746326	+	975	20
BW25113_RS18615	NZ_CP009273.1	3746323	3747459	-	1137	0
BW25113_RS18620	NZ_CP009273.1	3747465	3747788	-	324	0
BW25113_RS25895	NZ_CP009273.1	3747971	3748114	+	144	1
BW25113_RS18630	NZ_CP009273.1	3748333	3749871	-	1539	42
BW25113_RS18635	NZ_CP009273.1	3750036	3751187	-	1152	10
BW25113_RS18640	NZ_CP009273.1	3751377	3753221	-	1845	285
BW25113_RS18645	NZ_CP009273.1	3753218	3754609	-	1392	95
BW25113_RS18650	NZ_CP009273.1	3754707	3755315	-	609	129
BW25113_RS18655	NZ_CP009273.1	3755543	3759676	+	4134	8
BW25113_RS18660	NZ_CP009273.1	3759697	3760539	+	843	48
BW25113_RS18665	NZ_CP009273.1	3760567	3761525	+	959	3
BW25113_RS18670	NZ_CP009273.1	3761537	3761998	+	462	3
BW25113_RS26240	NZ_CP009273.1	3762622	3763143	+	522	0
BW25113_RS18680	NZ_CP009273.1	3763603	3764739	-	1137	9
BW25113_RS18685	NZ_CP009273.1	3764742	3765104	-	363	9
BW25113_RS18690	NZ_CP009273.1	3765641	3767554	+	1914	450
BW25113_RS18695	NZ_CP009273.1	3767784	3768932	+	1149	773
BW25113_RS18700	NZ_CP009273.1	3768932	3769519	+	588	23
BW25113_RS18705	NZ_CP009273.1	3769531	3769740	-	210	872
BW25113_RS18710	NZ_CP009273.1	3770025	3770387	+	363	340
BW25113_RS18715	NZ_CP009273.1	3770759	3772414	+	1656	2747
BW25113_RS18720	NZ_CP009273.1	3772414	3773190	+	777	178
BW25113_RS18725	NZ_CP009273.1	3773187	3774377	+	1191	4607
BW25113_RS18730	NZ_CP009273.1	3774575	3775048	+	474	37
BW25113_RS18735	NZ_CP009273.1	3775101	3775922	-	822	224
BW25113_RS18740	NZ_CP009273.1	3776002	3777021	-	1020	665
BW25113_RS18745	NZ_CP009273.1	3777021	3777488	-	468	6001
BW25113_RS18750	NZ_CP009273.1	3777551	3777802	-	252	815
BW25113_RS18755	NZ_CP009273.1	3777944	3778375	-	432	590
BW25113_RS18760	NZ_CP009273.1	3778620	3780164	+	1545	3420
BW25113_RS18765	NZ_CP009273.1	3780198	3781457	+	1260	63
BW25113_RS18770	NZ_CP009273.1	3781461	3782420	+	960	36
BW25113_RS18775	NZ_CP009273.1	3782407	3783441	-	1035	20
BW25113_RS18780	NZ_CP009273.1	3783680	3784705	-	1026	3198
BW25113_RS18785	NZ_CP009273.1	3784715	3785911	-	1197	3310
BW25113_RS18790	NZ_CP009273.1	3786186	3787043	-	858	123
BW25113_RS18795	NZ_CP009273.1	3787347	3788279	+	933	1676
BW25113_RS18800	NZ_CP009273.1	3788289	3789335	+	1047	170
BW25113_RS18805	NZ_CP009273.1	3789339	3790298	+	960	60
BW25113_RS18810	NZ_CP009273.1	3790308	3791567	+	1260	132
BW25113_RS18815	NZ_CP009273.1	3791599	3792672	-	1074	91
BW25113_RS18820	NZ_CP009273.1	3792705	3793556	-	852	40
BW25113_RS18825	NZ_CP009273.1	3793627	3794325	-	699	79
BW25113_RS18830	NZ_CP009273.1	3794343	3795359	-	1017	79
BW25113_RS18835	NZ_CP009273.1	3795399	3796418	-	1020	51
BW25113_RS18840	NZ_CP009273.1	3796418	3797497	-	1080	85
BW25113_RS18845	NZ_CP009273.1	3797541	3798476	-	936	53
BW25113_RS18850	NZ_CP009273.1	3798513	3799310	-	798	51
BW25113_RS18855	NZ_CP009273.1	3799303	3800427	-	1125	49
BW25113_RS18860	NZ_CP009273.1	3800424	3801494	-	1071	69
BW25113_RS18865	NZ_CP009273.1	3801900	3803177	+	1278	82
BW25113_RS18870	NZ_CP009273.1	3803185	3803664	+	480	88
BW25113_RS18875	NZ_CP009273.1	3803703	3804512	-	810	832
BW25113_RS18880	NZ_CP009273.1	3804610	3804777	-	168	2342
BW25113_RS18885	NZ_CP009273.1	3804798	3805034	-	237	3863
BW25113_RS18890	NZ_CP009273.1	3805251	3805919	-	669	17
BW25113_RS18895	NZ_CP009273.1	3806091	3807311	+	1221	283
BW25113_RS18900	NZ_CP009273.1	3807289	3807747	+	459	683
BW25113_RS18905	NZ_CP009273.1	3807854	3808450	+	597	229
BW25113_RS18910	NZ_CP009273.1	3808487	3809128	-	642	33
BW25113_RS18915	NZ_CP009273.1	3809194	3809909	-	716	344
BW25113_RS18920	NZ_CP009273.1	3810036	3810899	+	864	513
BW25113_RS18925	NZ_CP009273.1	3811120	3811944	+	825	64
BW25113_RS18930	NZ_CP009273.1	3812234	3812851	+	618	231
BW25113_RS18935	NZ_CP009273.1	3812848	3814530	-	1683	15
BW25113_RS18940	NZ_CP009273.1	3814788	3815411	+	624	282
BW25113_RS18945	NZ_CP009273.1	3815466	3815741	+	276	1289
BW25113_RS18950	NZ_CP009273.1	3815760	3817868	+	2109	260
BW25113_RS18955	NZ_CP009273.1	3817875	3818564	+	690	69
BW25113_RS18960	NZ_CP009273.1	3818570	3820651	+	2082	45
BW25113_RS18965	NZ_CP009273.1	3820820	3822025	-	1206	56
BW25113_RS18970	NZ_CP009273.1	3822305	3823696	+	1392	2
BW25113_RS18975	NZ_CP009273.1	3823817	3825526	+	1710	303
BW25113_RS18980	NZ_CP009273.1	3825579	3827897	-	2319	21
BW25113_RS18985	NZ_CP009273.1	3827907	3829289	-	1383	1
BW25113_RS26245	NZ_CP009273.1	3829755	3829916	+	162	0
BW25113_RS19000	NZ_CP009273.1	3830313	3831497	+	1185	2
BW25113_RS19005	NZ_CP009273.1	3831608	3832531	+	924	57
BW25113_RS19010	NZ_CP009273.1	3832535	3833353	-	819	108
BW25113_RS19020	NZ_CP009273.1	3833575	3833868	+	294	5
BW25113_RS19025	NZ_CP009273.1	3833909	3835099	-	1191	10
BW25113_RS19030	NZ_CP009273.1	3835310	3835762	-	453	30
BW25113_RS19035	NZ_CP009273.1	3835815	3837149	-	1335	3
BW25113_RS19040	NZ_CP009273.1	3837324	3839090	+	1767	242
BW25113_RS19045	NZ_CP009273.1	3839136	3840527	-	1392	650
BW25113_RS19050	NZ_CP009273.1	3840665	3841984	-	1320	18
BW25113_RS19055	NZ_CP009273.1	3841994	3843496	-	1503	14
BW25113_RS19060	NZ_CP009273.1	3843496	3844086	-	591	53
BW25113_RS19065	NZ_CP009273.1	3844162	3844452	-	291	586
BW25113_RS19070	NZ_CP009273.1	3844456	3846144	-	1689	1274
BW25113_RS19075	NZ_CP009273.1	3846250	3846348	-	99	150
BW25113_RS19090	NZ_CP009273.1	3846913	3847002	+	90	0
BW25113_RS26250	NZ_CP009273.1	3847126	3847200	-	75	7
BW25113_RS19095	NZ_CP009273.1	3847282	3848466	+	1185	29
BW25113_RS19100	NZ_CP009273.1	3848474	3848971	-	498	22
BW25113_RS19105	NZ_CP009273.1	3848968	3849330	-	363	1
BW25113_RS19110	NZ_CP009273.1	3849320	3849667	-	348	14
BW25113_RS19115	NZ_CP009273.1	3849775	3850224	+	450	12
BW25113_RS19120	NZ_CP009273.1	3850271	3851764	-	1494	5
BW25113_RS19125	NZ_CP009273.1	3851761	3853476	-	1716	1
BW25113_RS19130	NZ_CP009273.1	3853643	3854536	+	894	24
BW25113_RS19135	NZ_CP009273.1	3854533	3855347	-	815	7
BW25113_RS19145	NZ_CP009273.1	3855347	3856963	-	1617	3
BW25113_RS19150	NZ_CP009273.1	3857259	3857975	+	717	1
BW25113_RS19155	NZ_CP009273.1	3857972	3859633	-	1662	177
BW25113_RS19160	NZ_CP009273.1	3859829	3860257	-	429	3070
BW25113_RS19165	NZ_CP009273.1	3860369	3860782	-	414	6474
BW25113_RS19170	NZ_CP009273.1	3861088	3861420	+	333	178
BW25113_RS19175	NZ_CP009273.1	3861422	3862636	-	1215	145
BW25113_RS19180	NZ_CP009273.1	3862737	3863801	+	1065	2
BW25113_RS19185	NZ_CP009273.1	3863798	3865135	-	1338	1
BW25113_RS19190	NZ_CP009273.1	3865210	3866358	-	1149	25
BW25113_RS19195	NZ_CP009273.1	3866355	3866972	-	618	10
BW25113_RS19200	NZ_CP009273.1	3866956	3867834	-	879	12
BW25113_RS19205	NZ_CP009273.1	3867831	3868520	-	690	305
BW25113_RS19210	NZ_CP009273.1	3868798	3869454	+	657	5
BW25113_RS19215	NZ_CP009273.1	3869500	3870312	-	813	618
BW25113_RS19220	NZ_CP009273.1	3870427	3870825	-	399	113
BW25113_RS19230	NZ_CP009273.1	3871065	3873479	-	2415	1765
BW25113_RS19235	NZ_CP009273.1	3873508	3874581	-	1074	13
BW25113_RS19240	NZ_CP009273.1	3874581	3875681	-	1101	236
BW25113_RS19245	NZ_CP009273.1	3875686	3877089	-	1404	138
BW25113_RS25780	NZ_CP009273.1	3877386	3877466	+	81	0
BW25113_RS19250	NZ_CP009273.1	3877696	3877836	+	141	1366
BW25113_RS19255	NZ_CP009273.1	3877853	3878212	+	360	53
BW25113_RS19260	NZ_CP009273.1	3878176	3878433	+	258	25
BW25113_RS19265	NZ_CP009273.1	3878436	3880082	+	1647	718
BW25113_RS19270	NZ_CP009273.1	3880188	3881552	+	1365	107
BW25113_RS19275	NZ_CP009273.1	3881795	3881869	+	75	3043
BW25113_RS19280	NZ_CP009273.1	3882090	3883505	+	1416	43971
BW25113_RS19285	NZ_CP009273.1	3883596	3884843	+	1248	375
BW25113_RS19290	NZ_CP009273.1	3884975	3886150	+	1176	12
BW25113_RS19295	NZ_CP009273.1	3886125	3887084	+	960	27
BW25113_RS19300	NZ_CP009273.1	3887241	3887990	+	750	73
BW25113_RS19305	NZ_CP009273.1	3888012	3888578	+	567	772
BW25113_RS19310	NZ_CP009273.1	3888632	3889969	-	1338	21
BW25113_RS19315	NZ_CP009273.1	3890134	3890799	+	666	28
BW25113_RS19320	NZ_CP009273.1	3890866	3891333	+	468	3
BW25113_RS19325	NZ_CP009273.1	3891382	3891969	+	588	17
BW25113_RS19330	NZ_CP009273.1	3892031	3892753	-	723	12
BW25113_RS19335	NZ_CP009273.1	3892768	3893937	-	1170	4
BW25113_RS19340	NZ_CP009273.1	3893964	3895580	-	1617	1
BW25113_RS19345	NZ_CP009273.1	3895649	3897061	-	1413	4
BW25113_RS19350	NZ_CP009273.1	3897080	3898957	-	1878	1
BW25113_RS19355	NZ_CP009273.1	3899091	3899927	-	837	2
BW25113_RS19360	NZ_CP009273.1	3900213	3900938	-	726	362
BW25113_RS19365	NZ_CP009273.1	3900953	3901726	-	774	110
BW25113_RS19370	NZ_CP009273.1	3901909	3902799	-	891	39
BW25113_RS19375	NZ_CP009273.1	3902799	3903758	-	960	32
BW25113_RS19380	NZ_CP009273.1	3903845	3904885	-	1041	97
BW25113_RS19385	NZ_CP009273.1	3905199	3907028	-	1830	1553
BW25113_RS19390	NZ_CP009273.1	3907190	3908560	-	1371	887
BW25113_RS19395	NZ_CP009273.1	3908913	3909332	-	420	959
BW25113_RS19400	NZ_CP009273.1	3909353	3910735	-	1383	6008
BW25113_RS19405	NZ_CP009273.1	3910762	3911625	-	864	1290
BW25113_RS19410	NZ_CP009273.1	3911676	3913217	-	1542	5372
BW25113_RS19415	NZ_CP009273.1	3913230	3913763	-	534	624
BW25113_RS19420	NZ_CP009273.1	3913778	3914248	-	471	812
BW25113_RS19425	NZ_CP009273.1	3914310	3914549	-	240	4245
BW25113_RS19430	NZ_CP009273.1	3914596	3915411	-	816	1179
BW25113_RS19435	NZ_CP009273.1	3915420	3915800	-	381	33
BW25113_RS19440	NZ_CP009273.1	3916417	3917040	-	624	62
BW25113_RS19445	NZ_CP009273.1	3917104	3918993	-	1890	166
BW25113_RS19450	NZ_CP009273.1	3919372	3919815	-	444	331
BW25113_RS19455	NZ_CP009273.1	3919905	3920363	-	459	53
BW25113_RS19460	NZ_CP009273.1	3920515	3921507	+	993	210
BW25113_RS19465	NZ_CP009273.1	3921512	3922963	-	1452	40
BW25113_RS19470	NZ_CP009273.1	3922957	3924453	-	1497	162
BW25113_RS19475	NZ_CP009273.1	3924676	3926544	+	1869	59
BW25113_RS19480	NZ_CP009273.1	3926711	3927130	+	420	178
BW25113_RS19485	NZ_CP009273.1	3927138	3928643	+	1506	166
BW25113_RS19490	NZ_CP009273.1	3928648	3929613	+	966	261
BW25113_RS19495	NZ_CP009273.1	3929638	3930528	+	891	5425
BW25113_RS19500	NZ_CP009273.1	3930654	3931583	+	930	467
BW25113_RS19505	NZ_CP009273.1	3931587	3932579	+	993	61
BW25113_RS19510	NZ_CP009273.1	3932545	3933972	-	1428	19
BW25113_RS19515	NZ_CP009273.1	3933995	3934687	-	693	340
BW25113_RS19550	NZ_CP009273.1	3940488	3941327	-	840	313
BW25113_RS19555	NZ_CP009273.1	3941446	3941784	+	339	2608
BW25113_RS19560	NZ_CP009273.1	3941809	3943329	-	1521	8
BW25113_RS19565	NZ_CP009273.1	3943682	3943780	+	99	285
BW25113_RS25785	NZ_CP009273.1	3943867	3943917	+	51	15
BW25113_RS19570	NZ_CP009273.1	3943920	3945564	+	1645	566
BW25113_RS19575	NZ_CP009273.1	3945561	3945824	+	264	12
BW25113_RS19580	NZ_CP009273.1	3945844	3946773	+	930	361
BW25113_RS19585	NZ_CP009273.1	3946838	3948688	+	1851	213
BW25113_RS19590	NZ_CP009273.1	3948691	3950235	+	1545	129
BW25113_RS19595	NZ_CP009273.1	3950287	3951180	-	894	46
BW25113_RS19600	NZ_CP009273.1	3951330	3952805	+	1476	1547
BW25113_RS19605	NZ_CP009273.1	3952892	3953173	-	282	408
BW25113_RS25790	NZ_CP009273.1	3953372	3953820	-	449	4
BW25113_RS19615	NZ_CP009273.1	3954037	3956058	+	2022	85
BW25113_RS19620	NZ_CP009273.1	3956105	3957589	-	1485	151
BW25113_RS19625	NZ_CP009273.1	3957725	3958990	-	1266	877
BW25113_RS19630	NZ_CP009273.1	3959121	3959450	+	330	2999
BW25113_RS19635	NZ_CP009273.1	3959591	3959692	+	102	5
BW25113_RS19640	NZ_CP009273.1	3959777	3961036	+	1260	1635
BW25113_RS19650	NZ_CP009273.1	3961276	3962379	+	1104	257
BW25113_RS19655	NZ_CP009273.1	3962391	3963437	+	1047	213
BW25113_RS19660	NZ_CP009273.1	3963493	3964623	+	1131	101
BW25113_RS19665	NZ_CP009273.1	3964620	3965882	+	1263	137
BW25113_RS19670	NZ_CP009273.1	3965882	3966949	+	1068	112
BW25113_RS19675	NZ_CP009273.1	3966968	3967849	+	882	64
BW25113_RS19680	NZ_CP009273.1	3967827	3968501	+	675	17
BW25113_RS19685	NZ_CP009273.1	3968506	3969636	+	1131	166
BW25113_RS19690	NZ_CP009273.1	3969638	3970888	+	1251	31
BW25113_RS19695	NZ_CP009273.1	3970885	3971964	+	1080	73
BW25113_RS19700	NZ_CP009273.1	3971961	3973313	+	1353	22
BW25113_RS19705	NZ_CP009273.1	3973316	3974056	+	741	62
BW25113_RS19710	NZ_CP009273.1	3974247	3975632	+	1386	112
BW25113_RS19735	NZ_CP009273.1	3976318	3977553	+	1236	8
BW25113_RS19740	NZ_CP009273.1	3977712	3979367	-	1656	2
BW25113_RS19745	NZ_CP009273.1	3980046	3981242	-	1197	328
BW25113_RS19750	NZ_CP009273.1	3981245	3982426	-	1182	485
BW25113_RS19755	NZ_CP009273.1	3982448	3983188	-	741	84
BW25113_RS19760	NZ_CP009273.1	3983185	3984126	-	942	550
BW25113_RS19765	NZ_CP009273.1	3984513	3987059	+	2547	217
BW25113_RS19770	NZ_CP009273.1	3987099	3987419	-	321	233
BW25113_RS26255	NZ_CP009273.1	3987581	3987723	-	143	0
BW25113_RS19775	NZ_CP009273.1	3987882	3988085	+	204	382
BW25113_RS19780	NZ_CP009273.1	3988122	3988946	+	825	350
BW25113_RS19785	NZ_CP009273.1	3988943	3989650	+	708	183
BW25113_RS19790	NZ_CP009273.1	3989647	3990543	+	897	113
BW25113_RS19795	NZ_CP009273.1	3990543	3991259	+	717	123
BW25113_RS19800	NZ_CP009273.1	3991343	3993505	+	2163	150
BW25113_RS19805	NZ_CP009273.1	3993652	3994416	-	765	3
BW25113_RS26260	NZ_CP009273.1	3994578	3994634	+	57	38
BW25113_RS19815	NZ_CP009273.1	3994786	3995736	+	951	284
BW25113_RS19820	NZ_CP009273.1	3995779	3996159	-	381	29
BW25113_RS19825	NZ_CP009273.1	3996173	3996553	-	381	0
BW25113_RS19830	NZ_CP009273.1	3996648	3997538	-	891	25
BW25113_RS19835	NZ_CP009273.1	3997590	3998057	-	468	132
BW25113_RS19840	NZ_CP009273.1	3998222	3999091	+	870	186
BW25113_RS19845	NZ_CP009273.1	3999224	4001053	+	1830	39
BW25113_RS19850	NZ_CP009273.1	4001117	4001737	+	621	55
BW25113_RS19855	NZ_CP009273.1	4001799	4002419	-	621	24
BW25113_RS19860	NZ_CP009273.1	4002530	4003552	+	1023	67
BW25113_RS19865	NZ_CP009273.1	4003560	4004360	+	801	266
BW25113_RS19870	NZ_CP009273.1	4004436	4005335	+	900	10
BW25113_RS19875	NZ_CP009273.1	4005223	4006176	-	954	21
BW25113_RS19880	NZ_CP009273.1	4006413	4008674	+	2262	196
BW25113_RS19885	NZ_CP009273.1	4008714	4009529	-	816	130
BW25113_RS19890	NZ_CP009273.1	4009791	4010552	+	762	22440
BW25113_RS19895	NZ_CP009273.1	4010693	4012120	+	1428	61
BW25113_RS19900	NZ_CP009273.1	4012215	4012970	+	756	623
BW25113_RS19905	NZ_CP009273.1	4012984	4013589	+	606	133
BW25113_RS19910	NZ_CP009273.1	4013586	4015226	+	1641	152
BW25113_RS19915	NZ_CP009273.1	4015305	4015574	+	270	665
BW25113_RS19920	NZ_CP009273.1	4015578	4016093	+	516	113
BW25113_RS19925	NZ_CP009273.1	4016096	4016872	+	777	101
BW25113_RS19930	NZ_CP009273.1	4016914	4017696	+	783	44
BW25113_RS19935	NZ_CP009273.1	4017693	4018181	-	489	37
BW25113_RS19940	NZ_CP009273.1	4018348	4019841	+	1494	505
BW25113_RS19945	NZ_CP009273.1	4019887	4020588	+	702	505
BW25113_RS26430	NZ_CP009273.1	4020730	4020863	-	134	1
BW25113_RS19950	NZ_CP009273.1	4020969	4022132	-	1164	166
BW25113_RS19955	NZ_CP009273.1	4022142	4024331	-	2190	225
BW25113_RS19960	NZ_CP009273.1	4024521	4025852	+	1332	2210
BW25113_RS19965	NZ_CP009273.1	4025852	4026466	+	615	77
BW25113_RS19970	NZ_CP009273.1	4026505	4027956	+	1452	52
BW25113_RS19975	NZ_CP009273.1	4027968	4028513	+	546	126
BW25113_RS20005	NZ_CP009273.1	4034266	4034793	-	528	32
BW25113_RS20010	NZ_CP009273.1	4034775	4035359	-	585	44
BW25113_RS20015	NZ_CP009273.1	4035429	4035698	+	270	939
BW25113_RS20020	NZ_CP009273.1	4035775	4036761	+	987	148
BW25113_RS20025	NZ_CP009273.1	4036778	4037404	+	627	1189
BW25113_RS20030	NZ_CP009273.1	4037559	4038989	+	1431	3
BW25113_RS20035	NZ_CP009273.1	4039030	4039962	-	933	11
BW25113_RS20045	NZ_CP009273.1	4040326	4043112	+	2787	1431
BW25113_RS20050	NZ_CP009273.1	4043493	4044125	-	633	584
BW25113_RS26265	NZ_CP009273.1	4044422	4044588	+	167	10
BW25113_RS20055	NZ_CP009273.1	4044707	4045216	+	510	252
BW25113_RS20060	NZ_CP009273.1	4045405	4046778	+	1374	275
BW25113_RS20065	NZ_CP009273.1	4047007	4047117	-	111	135
BW25113_RS20070	NZ_CP009273.1	4047229	4048638	-	1410	149
BW25113_RS20075	NZ_CP009273.1	4048650	4049699	-	1050	46
BW25113_RS20080	NZ_CP009273.1	4049985	4051394	-	1410	4544
BW25113_RS20090	NZ_CP009273.1	4051767	4053590	+	1824	1257
BW25113_RS20095	NZ_CP009273.1	4053807	4054517	+	711	48
BW25113_RS20100	NZ_CP009273.1	4054525	4055505	+	981	133
BW25113_RS20105	NZ_CP009273.1	4055607	4056872	+	1266	55
BW25113_RS20110	NZ_CP009273.1	4056963	4057655	-	693	2
BW25113_RS20115	NZ_CP009273.1	4057723	4059126	-	1404	0
BW25113_RS20120	NZ_CP009273.1	4059169	4060554	-	1386	4
BW25113_RS20125	NZ_CP009273.1	4060600	4062636	-	2037	6
BW25113_RS20130	NZ_CP009273.1	4062835	4063737	-	903	2
BW25113_RS20135	NZ_CP009273.1	4063875	4065116	-	1242	43
BW25113_RS20140	NZ_CP009273.1	4065133	4066011	-	879	16
BW25113_RS20145	NZ_CP009273.1	4066035	4066931	-	897	12
BW25113_RS20150	NZ_CP009273.1	4067099	4067995	+	897	23
BW25113_RS20155	NZ_CP009273.1	4068029	4068814	+	786	234
BW25113_RS20160	NZ_CP009273.1	4068913	4069512	+	600	446
BW25113_RS20165	NZ_CP009273.1	4069506	4070378	+	873	73
BW25113_RS20170	NZ_CP009273.1	4070375	4070812	+	438	301
BW25113_RS20175	NZ_CP009273.1	4070857	4071798	+	942	404
BW25113_RS26270	NZ_CP009273.1	4072209	4072274	+	66	3
BW25113_RS20180	NZ_CP009273.1	4072651	4072869	+	219	0
BW25113_RS20185	NZ_CP009273.1	4073087	4073329	+	243	20
BW25113_RS20195	NZ_CP009273.1	4073659	4074588	-	930	757
BW25113_RS20200	NZ_CP009273.1	4074585	4075220	-	636	770
BW25113_RS20205	NZ_CP009273.1	4075217	4076119	-	903	1573
BW25113_RS20210	NZ_CP009273.1	4076132	4079182	-	3051	4617
BW25113_RS20220	NZ_CP009273.1	4079376	4080209	+	834	80
BW25113_RS20225	NZ_CP009273.1	4080362	4081417	+	1056	7
BW25113_RS20230	NZ_CP009273.1	4081467	4083215	-	1749	0
BW25113_RS20235	NZ_CP009273.1	4083215	4084285	-	1071	4
BW25113_RS20240	NZ_CP009273.1	4084275	4085726	-	1452	1
BW25113_RS20245	NZ_CP009273.1	4085737	4086183	-	447	0
BW25113_RS20250	NZ_CP009273.1	4086484	4086798	-	315	0
BW25113_RS20255	NZ_CP009273.1	4086808	4087350	-	543	0
